Frequency;Channel A
(kHz);(dBu)

37,95623779;-56,64365000
38,00392151;-53,08784000
38,05160522;-51,33801000
38,09928894;-56,81253000
38,14697266;-62,36473000
38,19465637;-56,64301000
38,24234009;-55,92249000
38,29002380;-55,61591000
38,33770752;-55,58447000
38,38539124;-61,58936000
38,43307495;-61,56403000
38,48075867;-57,91508000
38,52844238;-61,14185000
38,57612610;-63,56557000
38,62380981;-59,47012000
38,67149353;-54,05575000
38,71917725;-55,63957000
38,76686096;-60,79724000
38,81454468;-54,98904000
38,86222839;-56,03493000
38,90991211;-72,54575000
38,95759583;-57,84010000
39,00527954;-72,29651000
39,05296326;-60,41778000
39,10064697;-64,53629000
39,14833069;-57,95157000
39,19601440;-68,67052000
39,24369812;-54,60518000
39,29138184;-51,48306000
39,33906555;-54,16206000
39,38674927;-58,22232000
39,43443298;-69,18475000
39,48211670;-59,93958000
39,52980042;-55,40617000
39,57748413;-53,19298000
39,62516785;-56,38248000
39,67285156;-70,33630000
39,72053528;-58,52349000
39,76821899;-59,14077000
39,81590271;-69,30347000
39,86358643;-61,33315000
39,91127014;-71,04324000
39,95895386;-56,76476000
40,00663757;-53,79681000
40,05432129;-53,85773000
40,10200500;-52,18504000
40,14968872;-51,05056000
40,19737244;-55,63340000
40,24505615;-58,79939000
40,29273987;-57,08995000
40,34042358;-63,21080000
40,38810730;-55,39424000
40,43579102;-53,56675000
40,48347473;-50,22113000
40,53115845;-49,34098000
40,57884216;-52,58583000
40,62652588;-55,79064000
40,67420959;-55,48946000
40,72189331;-58,12334000
40,76957703;-61,17349000
40,81726074;-67,79007000
40,86494446;-73,40417000
40,91262817;-62,75272000
40,96031189;-57,58047000
41,00799561;-58,00808000
41,05567932;-52,69280000
41,10336304;-48,14529000
41,15104675;-49,95768000
41,19873047;-65,43257000
41,24641418;-59,08514000
41,29409790;-57,44339000
41,34178162;-57,81229000
41,38946533;-57,57752000
41,43714905;-54,29117000
41,48483276;-56,05576000
41,53251648;-59,39022000
