Frequency;Channel A
(kHz);(dBu)

39,52980042;-55,25337000
39,57748413;-52,02317000
39,62516785;-53,74763000
39,67285156;-67,63264000
39,72053528;-60,26220000
39,76821899;-58,91391000
39,81590271;-57,17730000
39,86358643;-64,69800000
39,91127014;-52,77174000
39,95895386;-52,96379000
40,00663757;-70,86615000
40,05432129;-58,74659000
40,10200500;-57,73220000
40,14968872;-54,19053000
40,19737244;-58,13205000
40,24505615;-57,85990000
40,29273987;-57,89944000
40,34042358;-73,42166000
40,38810730;-57,33805000
40,43579102;-54,91602000
40,48347473;-57,57303000
40,53115845;-68,46587000
40,57884216;-65,32585000
40,62652588;-62,34034000
40,67420959;-60,30036000
40,72189331;-54,99158000
40,76957703;-54,50267000
40,81726074;-58,45921000
40,86494446;-57,93669000
40,91262817;-56,83530000
40,96031189;-57,09467000
41,00799561;-56,75317000
41,05567932;-65,18616000
41,10336304;-53,86941000
41,15104675;-53,12797000
41,19873047;-69,96992000
41,24641418;-56,57785000
41,29409790;-57,02045000
41,34178162;-56,06285000
41,38946533;-62,99378000
41,43714905;-53,92031000
41,48483276;-53,11617000
41,53251648;-56,68472000
41,58020020;-56,19381000
41,62788391;-54,34122000
41,67556763;-68,71259000
41,72325134;-52,42190000
41,77093506;-53,04389000
41,81861877;-59,36903000
41,86630249;-53,36963000
41,91398621;-58,09265000
41,96166992;-64,68633000
42,00935364;-56,85282000
42,05703735;-55,03752000
42,10472107;-53,26212000
42,15240479;-53,06024000
42,20008850;-53,74313000
42,24777222;-53,58195000
42,29545593;-53,55310000
42,34313965;-58,27793000
42,39082336;-62,05405000
42,43850708;-54,86700000
42,48619080;-54,95056000
42,53387451;-55,24286000
42,58155823;-53,51436000
42,62924194;-53,25417000
42,67692566;-53,40717000
42,72460938;-50,11449000
42,77229309;-52,34370000
42,81997681;-66,85673000
42,86766052;-55,60766000
42,91534424;-56,83219000
42,96302795;-63,25688000
43,01071167;-59,66478000
43,05839539;-50,92091000
43,10607910;-52,06275000
43,15376282;-55,43541000
43,20144653;-56,52217000
43,24913025;-57,12994000
43,29681396;-57,91315000
43,34449768;-51,62308000
43,39218140;-48,96105000
43,43986511;-51,05697000
43,48754883;-53,41354000
43,53523254;-52,06529000
43,58291626;-52,07283000
43,63059998;-56,05968000
43,67828369;-58,77688000
43,72596741;-60,49939000
43,77365112;-53,86852000
43,82133484;-56,70328000
43,86901855;-63,33403000
43,91670227;-59,01337000
43,96438599;-52,67514000
44,01206970;-49,54240000
44,05975342;-50,41010000
44,10743713;-55,30255000
44,15512085;-58,13158000
44,20280457;-63,82680000
44,25048828;-56,89798000
44,29817200;-55,63248000
44,34585571;-61,33087000
44,39353943;-67,74001000
44,44122314;-59,90044000
44,48890686;-56,68137000
44,53659058;-54,12552000
44,58427429;-50,65760000
44,63195801;-52,24371000
44,67964172;-58,56670000
44,72732544;-68,14904000
44,77500916;-62,44976000
44,82269287;-59,22387000
44,87037659;-53,32955000
44,91806030;-54,78695000
44,96574402;-61,32806000
45,01342773;-53,69258000
45,06111145;-55,65553000
45,10879517;-55,81825000
45,15647888;-51,91595000
45,20416260;-52,59356000
45,25184631;-58,49834000
45,29953003;-57,13283000
45,34721375;-56,25351000
45,39489746;-70,20428000
45,44258118;-58,28354000
45,49026489;-58,44142000
45,53794861;-55,82249000
45,58563232;-51,66692000
45,63331604;-53,68690000
45,68099976;-51,46323000
45,72868347;-52,09459000
45,77636719;-60,39291000
45,82405090;-64,41171000
45,87173462;-63,79058000
45,91941833;-59,84219000
45,96710205;-54,20857000
46,01478577;-56,84822000
